Sum of __index_level_0__,Sum of avg_temp_c,Sum of avg_sea_level_pres_hpa,Sum of avg_wind_dir_deg,Sum of avg_wind_speed_kmh,city,competition,country,city_name,Sum of Draw,Sum of max_temp_c,Sum of Loose,Sum of min_temp_c,neutral,Opponent,Sum of peak_wind_gust_kmh,Sum of Point,Sum of precipitation_mm,Result,season,Snow,Sum of snow_depth_mm,stadium,station_id,Sum of TA,Sum of TF,Team,Sum of sunshine_total_min,Sum of TotalTri,TrancheTemp,TranchWind,Sum of Win,world_cup
34050,5.7,,,,Bloemfontein,2004 Ireland rugby union tour of South Africa,South Africa,Bloemfontein,0,16.2,1,-4.3,False,South Africa,,0,0,L,Winter,false,,Vodacom Park,68442,31,17,Ireland,,48,0-20,no data,0,False
35128,3.7,,,4.4,Bloemfontein,2007 England rugby union tour of South Africa,South Africa,Bloemfontein,0,17.4,0,-8,False,England,,3,,W,Autumn,false,,Free State Stadium,68442,10,58,South Africa,,68,0-20,moins de 30,1,False
35128,3.7,,,4.4,Bloemfontein,2007 England rugby union tour of South Africa,South Africa,Bloemfontein,0,17.4,1,-8,False,South Africa,,0,,L,Autumn,false,,Free State Stadium,68442,58,10,England,,68,0-20,moins de 30,0,False
35506,7.4,,,3.6,Bloemfontein,2008 Wales tour of South Africa,South Africa,Bloemfontein,0,19.4,1,-1.5,False,South Africa,,0,,L,Winter,false,,Free State Stadium,68442,43,17,Wales,,60,0-20,moins de 30,0,False
35506,7.4,,,3.6,Bloemfontein,2008 Wales tour of South Africa,South Africa,Bloemfontein,0,19.4,0,-1.5,False,Wales,,3,,W,Winter,false,,Free State Stadium,68442,17,43,South Africa,,60,0-20,moins de 30,1,False
35919,3.2,,,3.6,Bloemfontein,2009 Tri Nations Series,South Africa,Bloemfontein,0,14.1,0,-7.3,False,New Zealand,,3,,W,Winter,false,,Free State Stadium,68442,19,28,South Africa,,47,0-20,moins de 30,1,False
35919,3.2,,,3.6,Bloemfontein,2009 Tri Nations Series,South Africa,Bloemfontein,0,14.1,1,-7.3,False,South Africa,,0,,L,Winter,false,,Free State Stadium,68442,28,19,New Zealand,,47,0-20,moins de 30,0,False
36325,12.9,,,5.8,Bloemfontein,2010 Tri Nations Series,South Africa,Bloemfontein,0,27.2,1,-1.4,False,Australia,,0,,L,Spring,false,,Free State Stadium,68442,41,39,South Africa,,80,0-20,moins de 30,0,False
36325,12.9,,,5.8,Bloemfontein,2010 Tri Nations Series,South Africa,Bloemfontein,0,27.2,0,-1.4,False,South Africa,,3,,W,Spring,false,,Free State Stadium,68442,39,41,Australia,,80,0-20,moins de 30,1,False
38907,20.1,,,,Bloemfontein,2017 Rugby Championship,South Africa,Bloemfontein,1,28.5,0,,False,Australia,,1,,D,Spring,false,,Free State Stadium,68442,27,27,South Africa,,54,20-30,no data,0,False
38907,20.1,,,,Bloemfontein,2017 Rugby Championship,South Africa,Bloemfontein,1,28.5,0,,False,South Africa,,1,,D,Spring,false,,Free State Stadium,68442,27,27,Australia,,54,20-30,no data,0,False
39166,5.8,,,,Bloemfontein,2018 England rugby union tour of South Africa,South Africa,Bloemfontein,0,15.9,0,,False,England,,3,,W,Winter,false,,Free State Stadium,68442,12,23,South Africa,,35,0-20,no data,1,False
39166,5.8,,,,Bloemfontein,2018 England rugby union tour of South Africa,South Africa,Bloemfontein,0,15.9,1,,False,South Africa,,0,,L,Winter,false,,Free State Stadium,68442,23,12,England,,35,0-20,no data,0,False
40650,7.1,1026.3,335,6.9,Bloemfontein,2022 Wales tour of South Africa,South Africa,Bloemfontein,0,19,0,-4,False,South Africa,,3,0,W,Winter,false,,Free State Stadium,68442,12,13,Wales,,25,0-20,moins de 30,1,False
40650,7.1,1026.3,335,6.9,Bloemfontein,2022 Wales tour of South Africa,South Africa,Bloemfontein,0,19,1,-4,False,Wales,,0,0,L,Winter,false,,Free State Stadium,68442,13,12,South Africa,,25,0-20,moins de 30,0,False
4393,,,,,Bordeaux,1912–13 South Africa rugby union tour of Europe,France,Bordeaux,0,13.7,1,3.9,False,France,,0,0,L,Winter,false,,Parc Lescure,07510,5,38,South Africa,,43,no data,no data,0,False
4393,,,,,Bordeaux,1912–13 South Africa rugby union tour of Europe,France,Bordeaux,0,13.7,0,3.9,False,South Africa,,3,0,W,Winter,false,,Parc Lescure,07510,38,5,France,,43,no data,no data,1,False
23078,,,,,Bordeaux,1968 South Africa rugby union tour of France,France,Bordeaux,0,13,1,7.2,False,France,,0,0,L,Autumn,false,,Parc Lescure,07510,9,12,South Africa,,21,no data,no data,0,False
23078,,,,,Bordeaux,1968 South Africa rugby union tour of France,France,Bordeaux,0,13,0,7.2,False,South Africa,,3,0,W,Autumn,false,,Parc Lescure,07510,12,9,France,,21,no data,no data,1,False
25984,9.4,,,,Bordeaux,1976 Australia tour of France and Italy,France,Bordeaux,0,14.9,0,6,False,Australia,,3,1.6,W,Autumn,false,,Stade Chaban-Delmas,07510,15,18,France,,33,0-20,no data,1,False
25984,9.4,,,,Bordeaux,1976 Australia tour of France and Italy,France,Bordeaux,0,14.9,1,6,False,France,,0,1.6,L,Autumn,false,,Stade Chaban-Delmas,07510,18,15,Australia,,33,0-20,no data,0,False
32199,11.9,,,,Bordeaux,1993 Australia tour of France and North America,France,Bordeaux,0,18.3,0,5.4,False,Australia,,3,0,W,Autumn,false,,Stade Municipal,07510,13,16,France,,29,0-20,no data,1,False
32199,11.9,,,,Bordeaux,1993 Australia tour of France and North America,France,Bordeaux,0,18.3,1,5.4,False,France,,0,0,L,Autumn,false,,Stade Municipal,07510,16,13,Australia,,29,0-20,no data,0,False
33326,13.2,,,,Bordeaux,1996 South Africa rugby union tour of Argentina and Europe,France,Bordeaux,0,14.1,0,11.9,False,France,,3,5.6,W,Autumn,false,,Parc Lescure,07510,12,22,South Africa,,34,0-20,no data,1,False
33326,13.2,,,,Bordeaux,1996 South Africa rugby union tour of Argentina and Europe,France,Bordeaux,0,14.1,1,11.9,False,South Africa,,0,5.6,L,Autumn,false,,Parc Lescure,07510,22,12,France,,34,0-20,no data,0,False
38695,22.6,1013.2,252,6.3,Bordeaux,2011 Rugby World Cup warm up,France,Bordeaux,0,30,1,17.3,False,France,,0,0.2,L,Summer,false,,Stade Chaban-Delmas,07510,19,12,Ireland,,31,20-30,moins de 30,0,False
38695,22.6,1013.2,252,6.3,Bordeaux,2011 Rugby World Cup warm up,France,Bordeaux,0,30,0,17.3,False,Ireland,,3,0.2,W,Summer,false,,Stade Chaban-Delmas,07510,12,19,France,,31,20-30,moins de 30,1,False
195,,,,,Brisbane,2000 Argentina tour of Australia and England,Australia,Brisbane,0,20,1,10,False,Argentina,,0,0,L,Winter,false,,Ballymore Stadium,94576,6,53,Australia,,59,no data,no data,0,False
195,,,,,Brisbane,2000 Argentina tour of Australia and England,Australia,Brisbane,0,20,0,10,False,Australia,,3,0,W,Winter,false,,Ballymore Stadium,94576,53,6,Argentina,,59,no data,no data,1,False
964,,,,,Brisbane,2002 Tri Nations Series,Australia,Brisbane,0,23,1,6,False,Australia,,0,0,L,Winter,false,,Brisbane Cricket Ground,94576,38,27,South Africa,,65,no data,no data,0,False
964,,,,,Brisbane,2002 Tri Nations Series,Australia,Brisbane,0,23,0,6,False,South Africa,,3,0,W,Winter,false,,Brisbane Cricket Ground,94576,27,38,Australia,,65,no data,no data,1,False
1433,,,,,Brisbane,2003 Rugby World Cup Quarter-final,Australia,Brisbane,0,24.4,1,18.6,False,Australia,,0,0.4,L,Spring,false,,Lang Park,94576,33,16,Scotland,,49,no data,no data,0,True
1433,,,,,Brisbane,2003 Rugby World Cup Quarter-final,Australia,Brisbane,0,24.4,0,18.6,False,Scotland,,3,0.4,W,Spring,false,,Lang Park,94576,16,33,Australia,,49,no data,no data,1,True
1434,,,,,Brisbane,2003 Rugby World Cup Quarter-final,Australia,Brisbane,0,26.6,1,16.9,True,England,,0,6.2,L,Spring,false,,Lang Park,94576,28,17,Wales,,45,no data,no data,0,True
1434,,,,,Brisbane,2003 Rugby World Cup Quarter-final,Australia,Brisbane,0,26.6,0,16.9,True,Wales,,3,6.2,W,Spring,false,,Lang Park,94576,17,28,England,,45,no data,no data,1,True
1335,,,,,Brisbane,2003 Tri Nations Series,Australia,Brisbane,0,22.6,0,7.5,False,Australia,,3,0,W,Winter,false,,Lang Park,94576,29,9,South Africa,,38,no data,no data,1,False
1335,,,,,Brisbane,2003 Tri Nations Series,Australia,Brisbane,0,22.6,1,7.5,False,South Africa,,0,0,L,Winter,false,,Lang Park,94576,9,29,Australia,,38,no data,no data,0,False
1664,,,,,Brisbane,2004 England tour of Australia and New Zealand,Australia,Brisbane,0,21.9,1,6.8,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,51,15,England,,66,no data,no data,0,False
1664,,,,,Brisbane,2004 England tour of Australia and New Zealand,Australia,Brisbane,0,21.9,0,6.8,False,England,,3,0,W,Winter,false,,Lang Park,94576,15,51,Australia,,66,no data,no data,1,False
2035,,,,,Brisbane,2005 France tour of South Africa and Australia,Australia,Brisbane,0,25.2,1,15.6,False,Australia,,0,1.8,L,Winter,false,,Lang Park,94576,37,31,France,,68,no data,no data,0,False
2035,,,,,Brisbane,2005 France tour of South Africa and Australia,Australia,Brisbane,0,25.2,0,15.6,False,France,,3,1.8,W,Winter,false,,Lang Park,94576,31,37,Australia,,68,no data,no data,1,False
2427,,,,,Brisbane,2006 Tri Nations Series,Australia,Brisbane,0,24.3,1,10.2,False,Australia,,0,16.8,L,Winter,false,,Lang Park,94576,9,13,New Zealand,,22,no data,no data,0,False
2413,,,,,Brisbane,2006 Tri Nations Series,Australia,Brisbane,0,19.8,1,12.6,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,49,0,South Africa,,49,no data,no data,0,False
2427,,,,,Brisbane,2006 Tri Nations Series,Australia,Brisbane,0,24.3,0,10.2,False,New Zealand,,3,16.8,W,Winter,false,,Lang Park,94576,13,9,Australia,,22,no data,no data,1,False
2413,,,,,Brisbane,2006 Tri Nations Series,Australia,Brisbane,0,19.8,0,12.6,False,South Africa,,3,0,W,Winter,false,,Lang Park,94576,0,49,Australia,,49,no data,no data,1,False
2735,,,,,Brisbane,2007 Wales tour of Australia,Australia,Brisbane,0,22.3,1,16,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,31,0,Wales,,31,no data,no data,0,False
2735,,,,,Brisbane,2007 Wales tour of Australia,Australia,Brisbane,0,22.3,0,16,False,Wales,,3,0,W,Winter,false,,Lang Park,94576,0,31,Australia,,31,no data,no data,1,False
3134,,,,,Brisbane,2008 France tour of Australia,Australia,Brisbane,0,16.7,1,12.3,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,40,10,France,,50,no data,no data,0,False
3134,,,,,Brisbane,2008 France tour of Australia,Australia,Brisbane,0,16.7,0,12.3,False,France,,3,0,W,Winter,false,,Lang Park,94576,10,40,Australia,,50,no data,no data,1,False
3204,,,,,Brisbane,2008 Tri Nations Series,Australia,Brisbane,0,24.7,0,13.6,False,Australia,,3,0.4,W,Spring,false,,Lang Park,94576,24,28,New Zealand,,52,no data,no data,1,False
3204,,,,,Brisbane,2008 Tri Nations Series,Australia,Brisbane,0,24.7,1,13.6,False,New Zealand,,0,0.4,L,Spring,false,,Lang Park,94576,28,24,Australia,,52,no data,no data,0,False
3561,,,,,Brisbane,2009 Tri Nations Series,Australia,Brisbane,0,27.3,0,16.1,False,Australia,,3,7.8,W,Spring,false,,Lang Park,94576,21,6,South Africa,,27,no data,no data,1,False
3561,,,,,Brisbane,2009 Tri Nations Series,Australia,Brisbane,0,27.3,1,16.1,False,South Africa,,0,7.8,L,Spring,false,,Lang Park,94576,6,21,Australia,,27,no data,no data,0,False
3855,,,,,Brisbane,2010 Summer International,Australia,Brisbane,0,21.3,1,12.5,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,22,15,Ireland,,37,no data,no data,0,False
3855,,,,,Brisbane,2010 Summer International,Australia,Brisbane,0,21.3,0,12.5,False,Ireland,,3,0,W,Winter,false,,Lang Park,94576,15,22,Australia,,37,no data,no data,1,False
3883,,,,,Brisbane,2010 Tri Nations Series,Australia,Brisbane,0,21.4,1,11.6,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,30,13,South Africa,,43,no data,no data,0,False
3883,,,,,Brisbane,2010 Tri Nations Series,Australia,Brisbane,0,21.4,0,11.6,False,South Africa,,3,0,W,Winter,false,,Lang Park,94576,13,30,Australia,,43,no data,no data,1,False
4282,,,,,Brisbane,2011 Tri Nations Series,Australia,Brisbane,0,20.3,1,16.1,False,Australia,,0,5.2,L,Winter,false,,Lang Park,94576,25,20,New Zealand,,45,no data,no data,0,False
4282,,,,,Brisbane,2011 Tri Nations Series,Australia,Brisbane,0,20.3,0,16.1,False,New Zealand,,3,5.2,W,Winter,false,,Lang Park,94576,20,25,Australia,,45,no data,no data,1,False
4701,,,,,Brisbane,2012 Autumn International,Australia,Brisbane,1,30.2,0,16.7,False,Australia,,1,0,D,Spring,false,,Lang Park,94576,18,18,New Zealand,,36,no data,no data,0,False
4701,,,,,Brisbane,2012 Autumn International,Australia,Brisbane,1,30.2,0,16.7,False,New Zealand,,1,0,D,Spring,false,,Lang Park,94576,18,18,Australia,,36,no data,no data,0,False
4568,,,,,Brisbane,2012 Wales tour of Australia,Australia,Brisbane,0,20.3,1,12.7,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,27,19,Wales,,46,no data,no data,0,False
4568,,,,,Brisbane,2012 Wales tour of Australia,Australia,Brisbane,0,20.3,0,12.7,False,Wales,,3,0,W,Winter,false,,Lang Park,94576,19,27,Australia,,46,no data,no data,1,False
5022,,,,,Brisbane,2013 Rugby Championship,Australia,Brisbane,0,25.6,0,12.3,False,Australia,,3,0,W,Spring,false,,Lang Park,94576,12,38,South Africa,,50,no data,no data,1,False
5022,,,,,Brisbane,2013 Rugby Championship,Australia,Brisbane,0,25.6,1,12.3,False,South Africa,,0,0,L,Spring,false,,Lang Park,94576,38,12,Australia,,50,no data,no data,0,False
5428,,,,,Brisbane,2014 Autumn International,Australia,Brisbane,0,26.5,0,16.1,False,Australia,,3,0,W,Spring,false,,Lang Park,94576,28,29,New Zealand,,57,no data,no data,1,False
5428,,,,,Brisbane,2014 Autumn International,Australia,Brisbane,0,26.5,1,16.1,False,New Zealand,,0,0,L,Spring,false,,Lang Park,94576,29,28,Australia,,57,no data,no data,0,False
5295,,,,,Brisbane,2014 France tour of Australia,Australia,Brisbane,0,24.4,1,13.3,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,50,23,France,,73,no data,no data,0,False
5295,,,,,Brisbane,2014 France tour of Australia,Australia,Brisbane,0,24.4,0,13.3,False,France,,3,0,W,Winter,false,,Lang Park,94576,23,50,Australia,,73,no data,no data,1,False
5701,,,,,Brisbane,2015 Rugby Championship,Australia,Brisbane,0,19.4,1,6.9,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,24,20,South Africa,,44,no data,no data,0,False
5701,,,,,Brisbane,2015 Rugby Championship,Australia,Brisbane,0,19.4,0,6.9,False,South Africa,,3,0,W,Winter,false,,Lang Park,94576,20,24,Australia,,44,no data,no data,1,False
6030,,,,,Brisbane,2016 England tour of Australia,Australia,Brisbane,0,23.7,0,12.8,False,Australia,,3,0,W,Winter,false,,Lang Park,94576,28,39,England,,67,no data,no data,1,False
6030,,,,,Brisbane,2016 England tour of Australia,Australia,Brisbane,0,23.7,1,12.8,False,England,,0,0,L,Winter,false,,Lang Park,94576,39,28,Australia,,67,no data,no data,0,False
6121,,,,,Brisbane,2016 Rugby Championship,Australia,Brisbane,0,23.3,1,16.2,False,Australia,,0,7.2,L,Spring,false,,Lang Park,94576,23,17,South Africa,,40,no data,no data,0,False
6121,,,,,Brisbane,2016 Rugby Championship,Australia,Brisbane,0,23.3,0,16.2,False,South Africa,,3,7.2,W,Spring,false,,Lang Park,94576,17,23,Australia,,40,no data,no data,1,False
6527,,,,,Brisbane,2017 Autumn International,Australia,Brisbane,0,20.4,1,18.6,False,Australia,,0,3.8,L,Spring,false,,Lang Park,94576,23,18,New Zealand,,41,no data,no data,0,False
6527,,,,,Brisbane,2017 Autumn International,Australia,Brisbane,0,20.4,0,18.6,False,New Zealand,,3,3.8,W,Spring,false,,Lang Park,94576,18,23,Australia,,41,no data,no data,1,False
6408,,,,,Brisbane,2017 Summer International,Australia,Brisbane,0,24.5,1,10.4,False,Australia,,0,0,L,Winter,false,,Lang Park,94576,40,27,Italy,,67,no data,no data,0,False
6408,,,,,Brisbane,2017 Summer International,Australia,Brisbane,0,24.5,0,10.4,False,Italy,,3,0,W,Winter,false,,Lang Park,94576,27,40,Australia,,67,no data,no data,1,False
6758,,,,,Brisbane,2018 Ireland tour of Australia,Australia,Brisbane,0,23.7,0,15.6,False,Australia,,3,0.2,W,Winter,false,,Lang Park,94576,18,9,Ireland,,27,no data,no data,1,False
6758,,,,,Brisbane,2018 Ireland tour of Australia,Australia,Brisbane,0,23.7,1,15.6,False,Ireland,,0,0.2,L,Winter,false,,Lang Park,94576,9,18,Australia,,27,no data,no data,0,False
6849,,,,,Brisbane,2018 Rugby Championship,Australia,Brisbane,0,25,1,17.5,False,Australia,,0,1.2,L,Spring,false,,Lang Park,94576,23,18,South Africa,,41,no data,no data,0,False
6849,,,,,Brisbane,2018 Rugby Championship,Australia,Brisbane,0,25,0,17.5,False,South Africa,,3,1.2,W,Spring,false,,Lang Park,94576,18,23,Australia,,41,no data,no data,1,False
7171,,,,,Brisbane,2019 Rugby Championship,Australia,Brisbane,0,25.9,0,12.1,False,Argentina,,3,0,W,Winter,false,,Suncorp Stadium,94576,10,16,Australia,,26,no data,no data,1,False
7171,,,,,Brisbane,2019 Rugby Championship,Australia,Brisbane,0,25.9,1,12.1,False,Australia,,0,0,L,Winter,false,,Suncorp Stadium,94576,16,10,Argentina,,26,no data,no data,0,False
7640,,,,,Brisbane,2020 Tri Nations Series,Australia,Brisbane,0,27.1,1,17,False,Australia,,0,0,L,Spring,false,,Lang Park,94576,24,22,New Zealand,,46,no data,no data,0,False
7640,,,,,Brisbane,2020 Tri Nations Series,Australia,Brisbane,0,27.1,0,17,False,New Zealand,,3,0,W,Spring,false,,Lang Park,94576,22,24,Australia,,46,no data,no data,1,False
15774,27.5,2031.2,453,29.5,Brisbane,2021 France tour of Australia,Australia,Brisbane,0,43.1,2,22.4,False,Australia,,0,0.6,L,Winter,false,,Lang Park,94576,56,51,France,,107,0-20,moins de 30,0,False
15774,27.5,2031.2,453,29.5,Brisbane,2021 France tour of Australia,Australia,Brisbane,0,43.1,0,22.4,False,France,,6,0.6,W,Winter,false,,Lang Park,94576,51,56,Australia,,107,0-20,moins de 30,2,False
7955,18.5,1022.2,359,12.7,Brisbane,2021 Rugby Championship,Australia,Brisbane,0,25.2,1,13.5,False,Australia,,0,0,L,Spring,false,,Lang Park,94576,30,17,South Africa,,47,0-20,moins de 30,0,False
7955,18.5,1022.2,359,12.7,Brisbane,2021 Rugby Championship,Australia,Brisbane,0,25.2,0,13.5,False,South Africa,,3,0,W,Spring,false,,Lang Park,94576,17,30,Australia,,47,0-20,moins de 30,1,False
7955,18.5,1022.2,359,12.7,Brisbane,2021 Rugby Championship,Australia,Brisbane,0,25.2,0,13.5,True,Argentina,,3,0,W,Spring,false,,Suncorp Stadium,94576,13,36,New Zealand,,49,0-20,moins de 30,1,False
7955,18.5,1022.2,359,12.7,Brisbane,2021 Rugby Championship,Australia,Brisbane,0,25.2,1,13.5,True,New Zealand,,0,0,L,Spring,false,,Suncorp Stadium,94576,36,13,Argentina,,49,0-20,moins de 30,0,False
8249,11.2,1016.9,258,9.6,Brisbane,2022 England tour of Australia,Australia,Brisbane,0,19.6,0,8.3,False,Australia,,3,0,W,Winter,false,,Lang Park,94576,17,25,England,,42,0-20,moins de 30,1,False
8249,11.2,1016.9,258,9.6,Brisbane,2022 England tour of Australia,Australia,Brisbane,0,19.6,1,8.3,False,England,,0,0,L,Winter,false,,Lang Park,94576,25,17,Australia,,42,0-20,moins de 30,0,False
1059,27.7,,,,Buenos Aires,1974 France tour of Brazil and Argentina,Argentina,Buenos Aires,0,,0,11,False,Argentina,,6,0,W,Winter,false,,Ferro Carrill Oeste,87582,42,51,France,,93,0-20,no data,2,False
1059,27.7,,,,Buenos Aires,1974 France tour of Brazil and Argentina,Argentina,Buenos Aires,0,,2,11,False,France,,0,0,L,Winter,false,,Ferro Carrill Oeste,87582,51,42,Argentina,,93,0-20,no data,0,False
1599,15.8,,,,Buenos Aires,1977 France tour of Argentina,Argentina,Buenos Aires,1,,0,13,False,Argentina,,1,0,D,Winter,false,,Ferro Carrill Oeste,87582,18,18,France,,36,0-20,no data,0,False
1592,7.5,,,,Buenos Aires,1977 France tour of Argentina,Argentina,Buenos Aires,0,,1,6,False,Argentina,,0,10.9,L,Winter,false,,Ferro Carrill Oeste,87582,3,26,France,,29,0-20,no data,0,False
1599,15.8,,,,Buenos Aires,1977 France tour of Argentina,Argentina,Buenos Aires,1,,0,13,False,France,,1,0,D,Winter,false,,Ferro Carrill Oeste,87582,18,18,Argentina,,36,0-20,no data,0,False
1592,7.5,,,,Buenos Aires,1977 France tour of Argentina,Argentina,Buenos Aires,0,,0,6,False,France,,3,10.9,W,Winter,false,,Ferro Carrill Oeste,87582,26,3,Argentina,,29,0-20,no data,1,False
2439,20.6,,,,Buenos Aires,1979 Australia tour of Argentina,Argentina,Buenos Aires,0,,1,,False,Argentina,,0,0,L,Spring,false,,Estadio Ricardo Etcheverry,87582,24,13,Australia,,37,20-30,no data,0,False
2446,19.9,,,,Buenos Aires,1979 Australia tour of Argentina,Argentina,Buenos Aires,0,23,0,15,False,Argentina,,3,0,W,Spring,false,,Estadio Ricardo Etcheverry,87582,12,17,Australia,,29,0-20,no data,1,False
2446,19.9,,,,Buenos Aires,1979 Australia tour of Argentina,Argentina,Buenos Aires,0,23,1,15,False,Australia,,0,0,L,Spring,false,,Estadio Ricardo Etcheverry,87582,17,12,Argentina,,29,0-20,no data,0,False
2439,20.6,,,,Buenos Aires,1979 Australia tour of Argentina,Argentina,Buenos Aires,0,,0,,False,Australia,,3,0,W,Spring,false,,Estadio Ricardo Etcheverry,87582,13,24,Argentina,,37,20-30,no data,1,False
3010,18.7,,,,Buenos Aires,1981 England tour of Argentina,Argentina,Buenos Aires,1,20,0,18,False,Argentina,,1,0,D,Autumn,false,,Ferrocarril Stadium,87582,19,19,England,,38,0-20,no data,0,False
3017,12,,,,Buenos Aires,1981 England tour of Argentina,Argentina,Buenos Aires,0,14,1,10,False,Argentina,,0,0,L,Winter,false,,Ferrocarril Stadium,87582,6,12,England,,18,0-20,no data,0,False
3010,18.7,,,,Buenos Aires,1981 England tour of Argentina,Argentina,Buenos Aires,1,20,0,18,False,England,,1,0,D,Autumn,false,,Ferrocarril Stadium,87582,19,19,Argentina,,38,0-20,no data,0,False
3017,12,,,,Buenos Aires,1981 England tour of Argentina,Argentina,Buenos Aires,0,14,0,10,False,England,,3,0,W,Winter,false,,Ferrocarril Stadium,87582,12,6,Argentina,,18,0-20,no data,1,False
4310,14.4,,,,Buenos Aires,1985 New Zealand tour of Argentina,Argentina,Buenos Aires,1,,0,,False,Argentina,,1,,D,Spring,false,,Estadio Ricardo Etcheverry,87582,21,21,New Zealand,,42,0-20,no data,0,False
